fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"1281","06","037","301000","2","060373010002",Block Group 2,G5030,S,"830527","0","+34.1596717","-118.2289766",,,,,
"1282","06","037","301000","4","060373010004",Block Group 4,G5030,S,"377596","21482","+34.1603723","-118.2371455",,,,,
"1283","06","037","301205","3","060373012053",Block Group 3,G5030,S,"310273","0","+34.1673825","-118.2687138",,,,,
"1284","06","037","301206","2","060373012062",Block Group 2,G5030,S,"286020","0","+34.1630203","-118.2729999",,,,,
"1285","06","037","301601","1","060373016011",Block Group 1,G5030,S,"493537","0","+34.1701156","-118.2962984",,,,,
"1286","06","037","301602","1","060373016021",Block Group 1,G5030,S,"502259","9553","+34.1630847","-118.3024439",,,,,
"1287","06","037","301801","3","060373018013",Block Group 3,G5030,S,"271362","10923","+34.1579417","-118.2596939",,,,,
"1288","06","037","531902","1","060375319021",Block Group 1,G5030,S,"215080","0","+34.0139563","-118.1317312",,,,,
"1289","06","037","531902","2","060375319022",Block Group 2,G5030,S,"334137","0","+34.0115862","-118.1327590",,,,,
"1290","06","037","532001","1","060375320011",Block Group 1,G5030,S,"294520","0","+34.0114474","-118.1219237",,,,,
"1291","06","037","302004","1","060373020041",Block Group 1,G5030,S,"339801","0","+34.1488475","-118.2387735",,,,,
"1292","06","037","302002","1","060373020021",Block Group 1,G5030,S,"182955","0","+34.1478919","-118.2524261",,,,,
"1293","06","037","302002","2","060373020022",Block Group 2,G5030,S,"162697","0","+34.1503345","-118.2514449",,,,,
"1294","06","037","302003","1","060373020031",Block Group 1,G5030,S,"237181","0","+34.1487828","-118.2439771",,,,,
"1295","06","037","302401","4","060373024014",Block Group 4,G5030,S,"283280","0","+34.1360021","-118.2639848",,,,,
"1296","06","037","910001","3","060379100013",Block Group 3,G5030,S,"6120985","0","+34.5686496","-117.9612372",0.000475577051732687,0.000343524562006183,"Block Group 3, Census Tract 9100.01, Los Angeles County, California","2911","1"
"1297","06","037","302503","1","060373025031",Block Group 1,G5030,S,"124374","0","+34.1380790","-118.2450348",,,,,
"1298","06","037","901011","3","060379010113",Block Group 3,G5030,S,"667086","0","+34.6639215","-118.1790410",,,,,
"1299","06","037","910001","2","060379100012",Block Group 2,G5030,S,"2980236","0","+34.5688933","-117.9407870",0.000626795998706143,0.000535331905781585,"Block Group 2, Census Tract 9100.01, Los Angeles County, California","1868","1"
"1300","06","037","910207","1","060379102071",Block Group 1,G5030,S,"2100299","8442","+34.5887163","-118.1762631",,,,,
"1301","06","037","910207","2","060379102072",Block Group 2,G5030,S,"1332820","0","+34.6008057","-118.1675899",,,,,
"1302","06","037","910207","3","060379102073",Block Group 3,G5030,S,"992103","0","+34.5999190","-118.1786569",,,,,
"1303","06","037","910208","1","060379102081",Block Group 1,G5030,S,"1843866","0","+34.6006082","-118.1562795",,,,,
"1304","06","037","532001","2","060375320012",Block Group 2,G5030,S,"1058872","0","+34.0044944","-118.1240068",,,,,
"1305","06","037","532304","2","060375323042",Block Group 2,G5030,S,"7567070","143037","+33.9866637","-118.1545751",,,,,
"1306","06","037","532400","1","060375324001",Block Group 1,G5030,S,"12497802","442625","+34.0029371","-118.2109137",4.1607316230486e-06,0.0384615384615385,"Block Group 1, Census Tract 5324, Los Angeles County, California","52","2"
"1307","06","037","651402","1","060376514021",Block Group 1,G5030,S,"294641","0","+33.7953225","-118.3392552",,,,,
"1308","06","037","910208","2","060379102082",Block Group 2,G5030,S,"1461863","0","+34.5916427","-118.1547022",,,,,
"1309","06","037","651201","5","060376512015",Block Group 5,G5030,S,"466716","0","+33.8224492","-118.3667450",,,,,
"1310","06","037","651304","1","060376513041",Block Group 1,G5030,S,"235656","0","+33.8151711","-118.3845445",,,,,
"1311","06","037","651304","2","060376513042",Block Group 2,G5030,S,"252583","0","+33.8148735","-118.3794729",,,,,
"1312","06","037","651304","4","060376513044",Block Group 4,G5030,S,"212512","0","+33.8105432","-118.3852369",,,,,
"1313","06","037","651304","5","060376513045",Block Group 5,G5030,S,"296632","0","+33.8127608","-118.3753322",,,,,
"1314","06","037","651401","1","060376514011",Block Group 1,G5030,S,"641294","0","+33.7868790","-118.3305753",,,,,
"1315","06","037","651401","2","060376514012",Block Group 2,G5030,S,"364146","0","+33.7860683","-118.3371391",,,,,
"1316","06","037","500800","3","060375008003",Block Group 3,G5030,S,"254881","0","+33.9833533","-118.0861024",,,,,
"1317","06","037","532500","1","060375325001",Block Group 1,G5030,S,"343403","0","+33.9929723","-118.2268731",,,,,
"1318","06","037","532500","3","060375325003",Block Group 3,G5030,S,"424439","4649","+33.9877461","-118.2164641",,,,,
"1319","06","037","500700","6","060375007006",Block Group 6,G5030,S,"1123175","652906","+34.0000986","-118.0983071",,,,,
"1320","06","037","500800","1","060375008001",Block Group 1,G5030,S,"495380","112726","+33.9821428","-118.0805347",,,,,
"1321","06","037","500800","2","060375008002",Block Group 2,G5030,S,"170737","0","+33.9801788","-118.0850990",,,,,
"1322","06","037","500800","4","060375008004",Block Group 4,G5030,S,"891075","0","+33.9858560","-118.0903547",,,,,
"1323","06","037","500700","1","060375007001",Block Group 1,G5030,S,"353493","0","+33.9995380","-118.0872463",,,,,
"1324","06","037","500900","1","060375009001",Block Group 1,G5030,S,"545992","0","+33.9931133","-118.0767773",,,,,
"1325","06","037","500900","2","060375009002",Block Group 2,G5030,S,"231247","0","+33.9902218","-118.0805814",,,,,
"1326","06","037","500600","5","060375006005",Block Group 5,G5030,S,"324780","0","+34.0065933","-118.0891067",,,,,
"1327","06","037","500700","2","060375007002",Block Group 2,G5030,S,"246003","0","+33.9954854","-118.0895674",,,,,
"1328","06","037","500900","4","060375009004",Block Group 4,G5030,S,"302087","0","+33.9976053","-118.0818596",,,,,
"1329","06","037","500700","4","060375007004",Block Group 4,G5030,S,"324968","0","+33.9877094","-118.0971522",,,,,
"1330","06","037","501600","3","060375016003",Block Group 3,G5030,S,"455697","0","+33.9701994","-118.0213705",,,,,
"1331","06","037","501600","4","060375016004",Block Group 4,G5030,S,"344188","1101","+33.9679949","-118.0165327",,,,,
"1332","06","037","501700","1","060375017001",Block Group 1,G5030,S,"383654","0","+33.9637067","-118.0160395",,,,,
"1333","06","037","503000","1","060375030001",Block Group 1,G5030,S,"367093","0","+33.9295985","-118.0504018",,,,,
"1334","06","037","503000","2","060375030002",Block Group 2,G5030,S,"419767","0","+33.9252182","-118.0505657",,,,,
"1335","06","037","503000","3","060375030003",Block Group 3,G5030,S,"541838","0","+33.9201071","-118.0513130",,,,,
"1336","06","037","532002","1","060375320021",Block Group 1,G5030,S,"371138","0","+34.0077169","-118.1152996",,,,,
"1337","06","037","532002","2","060375320022",Block Group 2,G5030,S,"462257","0","+34.0001663","-118.1190963",,,,,
"1338","06","037","532101","1","060375321011",Block Group 1,G5030,S,"792588","52594","+34.0025179","-118.1030956",,,,,
"1339","06","037","532101","2","060375321012",Block Group 2,G5030,S,"341548","0","+34.0030955","-118.1088220",,,,,
"1340","06","037","532101","3","060375321013",Block Group 3,G5030,S,"249355","0","+34.0079440","-118.1103234",,,,,
"1341","06","037","532102","1","060375321021",Block Group 1,G5030,S,"556865","17742","+33.9973723","-118.1091471",,,,,
"1342","06","037","532200","1","060375322001",Block Group 1,G5030,S,"394279","0","+33.9916139","-118.1167596",,,,,
"1343","06","037","532200","2","060375322002",Block Group 2,G5030,S,"754786","0","+33.9927192","-118.1251228",,,,,
"1344","06","037","532200","3","060375322003",Block Group 3,G5030,S,"1656133","0","+33.9829021","-118.1228468",,,,,
"1345","06","037","532302","1","060375323021",Block Group 1,G5030,S,"657626","0","+34.0131686","-118.1696549",,,,,
"1346","06","037","400205","1","060374002051",Block Group 1,G5030,S,"23305875","343296","+34.1521556","-117.7176795",,,,,
"1347","06","037","620901","3","060376209013",Block Group 3,G5030,S,"227318","0","+33.8844569","-118.4039800",,,,,
"1348","06","037","543801","2","060375438012",Block Group 2,G5030,S,"242587","0","+33.8385417","-118.2777818",,,,,
"1349","06","037","572001","2","060375720012",Block Group 2,G5030,S,"307618","0","+33.8214407","-118.1757860",,,,,
"1350","06","037","204200","1","060372042001",Block Group 1,G5030,S,"150834","0","+34.0443931","-118.2045781",,,,,
"1351","06","037","570901","2","060375709012",Block Group 2,G5030,S,"449410","0","+33.8557716","-118.1126300",,,,,
"1352","06","037","542900","2","060375429002",Block Group 2,G5030,S,"517022","0","+33.8904699","-118.2445930",,,,,
"1353","06","037","206300","2","060372063002",Block Group 2,G5030,S,"46422","0","+34.0426955","-118.2456376",,,,,
"1354","06","037","530901","1","060375309011",Block Group 1,G5030,S,"142604","0","+34.0414972","-118.1890332",,,,,
"1355","06","037","403317","2","060374033172",Block Group 2,G5030,S,"519430","0","+34.0283875","-117.7769957",,,,,
"1356","06","037","218500","1","060372185001",Block Group 1,G5030,S,"249156","0","+34.0394523","-118.3474560",,,,,
"1357","06","037","267502","1","060372675021",Block Group 1,G5030,S,"196678","0","+34.0388269","-118.4636733",,,,,
"1358","06","037","209810","1","060372098101",Block Group 1,G5030,S,"79383","0","+34.0499668","-118.2821365",,,,,
"1359","06","037","209820","2","060372098202",Block Group 2,G5030,S,"88864","0","+34.0464251","-118.2786855",,,,,
"1360","06","037","701501","2","060377015012",Block Group 2,G5030,S,"204763","0","+34.0281569","-118.4904298",,,,,
"1361","06","037","216900","5","060372169005",Block Group 5,G5030,S,"189159","0","+34.0482681","-118.3658014",,,,,
"1362","06","037","433902","3","060374339023",Block Group 3,G5030,S,"231442","0","+34.0553131","-118.0276078",,,,,
"1363","06","037","212410","2","060372124102",Block Group 2,G5030,S,"67674","0","+34.0587074","-118.3014390",,,,,
"1364","06","037","404902","2","060374049022",Block Group 2,G5030,S,"345677","0","+34.0852480","-117.9784159",,,,,
"1365","06","037","576602","0","060375766020",Block Group 0,G5030,S,"0","2611213","+33.7407600","-118.1820000",,,,,
"1366","06","037","212900","1","060372129001",Block Group 1,G5030,S,"181445","0","+34.0490647","-118.3193226",,,,,
"1367","06","037","203710","1","060372037101",Block Group 1,G5030,S,"132268","0","+34.0508568","-118.2028226",,,,,
"1368","06","037","460401","2","060374604012",Block Group 2,G5030,S,"1240714","0","+34.2444039","-118.1910994",,,,,
"1369","06","037","461501","2","060374615012",Block Group 2,G5030,S,"231918","0","+34.1701521","-118.1368243",,,,,
"1370","06","037","192420","2","060371924202",Block Group 2,G5030,S,"181030","0","+34.0782708","-118.3113322",,,,,
"1371","06","037","191500","3","060371915003",Block Group 3,G5030,S,"123099","0","+34.0862013","-118.2990974",,,,,
"1372","06","037","117302","4","060371173024",Block Group 4,G5030,S,"792963","0","+34.2291745","-118.4998475",,,,,
"1373","06","037","920032","1","060379200321",Block Group 1,G5030,S,"12317340","0","+34.4591733","-118.4642303",,,,,
"1374","06","037","104201","3","060371042013",Block Group 3,G5030,S,"338101","0","+34.2836834","-118.4193592",,,,,
"1375","06","037","920313","3","060379203133",Block Group 3,G5030,S,"284932","0","+34.3657518","-118.5502522",,,,,
"1376","06","037","117301","1","060371173011",Block Group 1,G5030,S,"548771","0","+34.2463886","-118.4886838",,,,,
"1377","06","037","573002","1","060375730021",Block Group 1,G5030,S,"162057","0","+33.7953001","-118.1915413",,,,,
"1378","06","037","574700","1","060375747001",Block Group 1,G5030,S,"420822","0","+33.7784357","-118.1186480",,,,,
"1379","06","037","910404","1","060379104041",Block Group 1,G5030,S,"1212275","0","+34.5633504","-118.1276251",,,,,
"1380","06","037","576402","1","060375764021",Block Group 1,G5030,S,"132161","0","+33.7809960","-118.1744720",,,,,
"1381","06","037","400603","1","060374006031",Block Group 1,G5030,S,"8851611","8684","+34.1546148","-117.9217301",0.000433254466333868,0.00651890482398957,"Block Group 1, Census Tract 4006.03, Los Angeles County, California","3835","25"
"1382","06","037","296210","3","060372962103",Block Group 3,G5030,S,"139275","0","+33.7450919","-118.2841374",,,,,
"1383","06","037","980028","1","060379800281",Block Group 1,G5030,S,"17299723","2367417","+33.9423871","-118.4160617",0,,"Block Group 1, Census Tract 9800.28, Los Angeles County, California","0","74"
"1384","06","037","650004","4","060376500044",Block Group 4,G5030,S,"171595","0","+33.8748331","-118.3288150",,,,,
"1385","06","037","572301","1","060375723011",Block Group 1,G5030,S,"308499","0","+33.8219982","-118.2140478",,,,,
"1386","06","037","576602","2","060375766022",Block Group 2,G5030,S,"82283","0","+33.7660514","-118.1717875",,,,,
"1387","06","037","650401","5","060376504015",Block Group 5,G5030,S,"257217","0","+33.8369265","-118.3312063",,,,,
"1388","06","037","542103","3","060375421033",Block Group 3,G5030,S,"186980","0","+33.8977824","-118.1962355",,,,,
"1389","06","037","238100","3","060372381003",Block Group 3,G5030,S,"248023","0","+33.9618064","-118.3144690",,,,,
"1390","06","037","239602","1","060372396021",Block Group 1,G5030,S,"154165","0","+33.9695872","-118.2717162",,,,,
"1391","06","037","541605","2","060375416052",Block Group 2,G5030,S,"313864","0","+33.8997227","-118.2107952",,,,,
"1392","06","037","240700","3","060372407003",Block Group 3,G5030,S,"284794","0","+33.9488480","-118.2586188",,,,,
"1393","06","037","500202","2","060375002022",Block Group 2,G5030,S,"609409","8049","+33.9503523","-118.0000701",,,,,
"1394","06","037","240300","1","060372403001",Block Group 1,G5030,S,"236496","0","+33.9575485","-118.2892794",,,,,
"1395","06","037","535701","1","060375357011",Block Group 1,G5030,S,"248146","0","+33.9596846","-118.1993279",,,,,
"1396","06","037","601100","3","060376011003",Block Group 3,G5030,S,"193882","0","+33.9508944","-118.3465312",,,,,
"1397","06","037","276400","4","060372764004",Block Group 4,G5030,S,"243112","0","+33.9614104","-118.4102203",,,,,
"1398","06","037","533901","4","060375339014",Block Group 4,G5030,S,"114919","0","+33.9691718","-118.1569357",,,,,
"1399","06","037","237600","3","060372376003",Block Group 3,G5030,S,"156623","0","+33.9785512","-118.2816767",,,,,
"1400","06","037","602504","1","060376025041",Block Group 1,G5030,S,"160298","0","+33.9073685","-118.3373235",,,,,
"1401","06","037","501504","2","060375015042",Block Group 2,G5030,S,"393907","0","+33.9810177","-118.0366808",,,,,
"1402","06","037","533106","1","060375331061",Block Group 1,G5030,S,"54125","0","+33.9780830","-118.2201487",,,,,
"1403","06","037","532606","2","060375326062",Block Group 2,G5030,S,"115749","0","+33.9832847","-118.2209062",,,,,
"1404","06","037","232400","5","060372324005",Block Group 5,G5030,S,"182850","0","+34.0018898","-118.3113692",,,,,
"1405","06","037","602507","1","060376025071",Block Group 1,G5030,S,"161793","0","+33.9037379","-118.3330043",,,,,
"1406","06","037","602509","2","060376025092",Block Group 2,G5030,S,"139046","0","+33.9107639","-118.3329860",,,,,
"1407","06","037","550300","7","060375503007",Block Group 7,G5030,S,"375999","47489","+33.9228508","-118.1072350",,,,,
"1408","06","037","571200","5","060375712005",Block Group 5,G5030,S,"310412","0","+33.8378550","-118.1348917",,,,,
"1409","06","037","553100","2","060375531002",Block Group 2,G5030,S,"163264","0","+33.8923742","-118.1115606",,,,,
"1410","06","037","542800","3","060375428003",Block Group 3,G5030,S,"248414","0","+33.8979808","-118.2494689",,,,,
"1411","06","037","602402","1","060376024021",Block Group 1,G5030,S,"256214","0","+33.9150114","-118.3568142",,,,,
"1412","06","037","541700","2","060375417002",Block Group 2,G5030,S,"196729","0","+33.9167111","-118.1992232",,,,,
"1413","06","037","620001","3","060376200013",Block Group 3,G5030,S,"425508","0","+33.9283133","-118.4079430",,,,,
"1414","06","037","540101","4","060375401014",Block Group 4,G5030,S,"343735","0","+33.9326585","-118.1957294",,,,,
"1415","06","037","930200","1","060379302001",Block Group 1,G5030,S,"17862326","507","+34.3154779","-118.3601342",1.68511088645454e-05,0.312292358803987,"Block Group 1, Census Tract 9302, Los Angeles County, California","301","94"
"1416","06","037","212501","1","060372125011",Block Group 1,G5030,S,"79596","0","+34.0560700","-118.3053637",,,,,
