fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"975","06","099","000801","06099000801","8.01",Census Tract 8.01,G5020,S,"3358112","0","+37.6798075","-121.0032806",0.00191238410154277,0.00576144503270009,"Census Tract 8.01, Stanislaus County, California","6422","37"
"976","06","099","000803","06099000803","8.03",Census Tract 8.03,G5020,S,"2040854","0","+37.6763467","-121.0390747",,,,,
"977","06","099","000905","06099000905","9.05",Census Tract 9.05,G5020,S,"2451635","0","+37.6601834","-120.9487103",,,,,
"978","06","099","000906","06099000906","9.06",Census Tract 9.06,G5020,S,"2485042","0","+37.6593216","-120.9333452",,,,,
"979","06","099","000909","06099000909","9.09",Census Tract 9.09,G5020,S,"1716531","0","+37.6732473","-120.9842803",,,,,
"980","06","073","003214","06073003214","32.14",Census Tract 32.14,G5020,S,"1242168","0","+32.6945179","-117.0201950",,,,,
"981","06","073","003301","06073003301","33.01",Census Tract 33.01,G5020,S,"1525029","0","+32.7027511","-117.1018933",0.00256782002178319,0.000255362614913177,"Census Tract 33.01, San Diego County, California","3916","1"
"982","06","073","003303","06073003303","33.03",Census Tract 33.03,G5020,S,"627423","0","+32.6927361","-117.0986086",0.00772525074790054,0.0010315659170621,"Census Tract 33.03, San Diego County, California","4847","5"
"983","06","073","003403","06073003403","34.03",Census Tract 34.03,G5020,S,"1383836","0","+32.7136581","-117.1085904",,,,,
"984","06","073","008506","06073008506","85.06",Census Tract 85.06,G5020,S,"1289961","0","+32.8302338","-117.1867776",,,,,
"985","06","073","008507","06073008507","85.07",Census Tract 85.07,G5020,S,"2237198","0","+32.8262504","-117.1737801",,,,,
"986","06","073","008509","06073008509","85.09",Census Tract 85.09,G5020,S,"1952836","0","+32.8149642","-117.1718160",,,,,
"987","06","019","002501","06019002501","25.01",Census Tract 25.01,G5020,S,"1308387","0","+36.7613690","-119.7634701",0.00395525177183815,0.000386473429951691,"Census Tract 25.01, Fresno County, California","5175","2"
"988","06","019","004703","06019004703","47.03",Census Tract 47.03,G5020,S,"1283421","0","+36.7901386","-119.8353599",0.00333873296447541,0.0105017502917153,"Census Tract 47.03, Fresno County, California","4285","45"
"989","06","019","006900","06019006900","69",Census Tract 69,G5020,S,"56880831","0","+36.6466139","-119.5600522",6.13211856908349e-05,0.0315366972477064,"Census Tract 69, Fresno County, California","3488","110"
"990","06","019","007700","06019007700","77",Census Tract 77,G5020,S,"186916478","0","+36.4461628","-119.9069043",3.10673519110498e-05,0.0241088341656621,"Census Tract 77, Fresno County, California","5807","140"
"991","06","019","008302","06019008302","83.02",Census Tract 83.02,G5020,S,"1298475041","3386616","+36.6262970","-120.5773805",5.64970428261008e-06,0.0688386041439477,"Census Tract 83.02, Fresno County, California","7336","505"
"992","06","019","001700","06019001700","17",Census Tract 17,G5020,S,"73391740","44038","+36.6171740","-119.7291518",9.11682976858159e-05,0.0200269018083993,"Census Tract 17, Fresno County, California","6691","134"
"993","06","019","007004","06019007004","70.04",Census Tract 70.04,G5020,S,"18461446","0","+36.5770545","-119.5900857",0.000298513995057592,0.00562511340954455,"Census Tract 70.04, Fresno County, California","5511","31"
"994","06","019","005904","06019005904","59.04",Census Tract 59.04,G5020,S,"49726079","0","+36.7303926","-119.6356555",0.000119494641835726,0.0138000673174015,"Census Tract 59.04, Fresno County, California","5942","82"
"995","06","073","008510","06073008510","85.10",Census Tract 85.10,G5020,S,"2035611","0","+32.8083089","-117.1629093",0.00356600548926096,0.000137760022041604,"Census Tract 85.10, San Diego County, California","7259","1"
"996","06","073","008512","06073008512","85.12",Census Tract 85.12,G5020,S,"2080872","0","+32.8093223","-117.1881489",,,,,
"997","06","073","017108","06073017108","171.08",Census Tract 171.08,G5020,S,"2099887","0","+33.0526994","-117.2532768",,,,,
"998","06","073","017200","06073017200","172",Census Tract 172,G5020,S,"4394488","1146101","+32.9633220","-117.2637832",,,,,
"999","06","073","017303","06073017303","173.03",Census Tract 173.03,G5020,S,"2689490","970617","+33.0016003","-117.2634553",,,,,
"1000","06","099","003201","06099003201","32.01",Census Tract 32.01,G5020,S,"6931293","970","+37.4742630","-121.1239690",0.000673178871532339,0.00042863266180883,"Census Tract 32.01, Stanislaus County, California","4666","2"
"1001","06","099","003500","06099003500","35",Census Tract 35,G5020,S,"17058743","58520","+37.3132440","-121.0300468",0.000684985992226977,0.00205391527599487,"Census Tract 35, Stanislaus County, California","11685","24"
"1002","06","099","003202","06099003202","32.02",Census Tract 32.02,G5020,S,"15336418","55612","+37.4648703","-121.1481295",0.00114733440363975,0.000454648783814503,"Census Tract 32.02, Stanislaus County, California","17596","8"
"1003","06","073","017304","06073017304","173.04",Census Tract 173.04,G5020,S,"2729737","263564","+32.9903701","-117.2633676",,,,,
"1004","06","081","604000","06081604000","6040",Census Tract 6040,G5020,S,"915011","0","+37.6234200","-122.4206865",,,,,
"1005","06","081","604101","06081604101","6041.01",Census Tract 6041.01,G5020,S,"1111167","0","+37.6236345","-122.4101017",,,,,
"1006","06","081","604102","06081604102","6041.02",Census Tract 6041.02,G5020,S,"2291381","0","+37.6331744","-122.4257488",,,,,
"1007","06","037","900804","06037900804","9008.04",Census Tract 9008.04,G5020,S,"1447788","27550","+34.7127333","-118.1407000",,,,,
"1008","06","037","900805","06037900805","9008.05",Census Tract 9008.05,G5020,S,"2637778","673","+34.6953331","-118.1590805",,,,,
"1009","06","037","900806","06037900806","9008.06",Census Tract 9008.06,G5020,S,"1795825","0","+34.6964400","-118.1419762",0.00251806272882937,0.000221141088014153,"Census Tract 9008.06, Los Angeles County, California","4522","1"
"1010","06","037","301100","06037301100","3011",Census Tract 3011,G5020,S,"1330128","14710","+34.1622943","-118.2471275",,,,,
"1011","06","037","301204","06037301204","3012.04",Census Tract 3012.04,G5020,S,"408912","0","+34.1614820","-118.2597444",,,,,
"1012","06","095","252605","06095252605","2526.05",Census Tract 2526.05,G5020,S,"1567247","0","+38.2655647","-122.0396821",,,,,
"1013","06","037","301300","06037301300","3013",Census Tract 3013,G5020,S,"1164881","0","+34.1750805","-118.2714599",,,,,
"1014","06","037","302102","06037302102","3021.02",Census Tract 3021.02,G5020,S,"1037512","0","+34.1347576","-118.2363626",,,,,
"1015","06","037","302104","06037302104","3021.04",Census Tract 3021.04,G5020,S,"569424","0","+34.1453999","-118.2320955",,,,,
"1016","06","037","302201","06037302201","3022.01",Census Tract 3022.01,G5020,S,"497659","0","+34.1444791","-118.2484452",,,,,
"1017","06","037","302301","06037302301","3023.01",Census Tract 3023.01,G5020,S,"700563","0","+34.1446832","-118.2632444",,,,,
"1018","06","019","004301","06019004301","43.01",Census Tract 43.01,G5020,S,"5418276","278084","+36.8461075","-119.8416132",0.000711665481787934,0.0173755186721992,"Census Tract 43.01, Fresno County, California","3856","67"
"1019","06","019","006402","06019006402","64.02",Census Tract 64.02,G5020,S,"3882040136","67771242","+37.2236095","-119.0009358",7.23331006797195e-07,2.75071225071225,"Census Tract 64.02, Fresno County, California","2808","7724"
"1020","06","019","007300","06019007300","73",Census Tract 73,G5020,S,"164109835","595054","+36.5344594","-119.6917634",2.72195752314296e-05,0.153794492948287,"Census Tract 73, Fresno County, California","4467","687"
"1021","06","019","001600","06019001600","16",Census Tract 16,G5020,S,"51215834","0","+36.6433218","-119.6486262",0.000103405521034764,0.0898791540785498,"Census Tract 16, Fresno County, California","5296","476"
"1022","06","019","000400","06019000400","4",Census Tract 4,G5020,S,"3403398","0","+36.7276566","-119.7762088",0.00175060336757558,3.92782813024505,"Census Tract 4, Fresno County, California","5958","23402"
"1023","06","019","004207","06019004207","42.07",Census Tract 42.07,G5020,S,"17184152","117466","+36.8163403","-119.9110111",0.000624703505881466,0.00130414531904984,"Census Tract 42.07, Fresno County, California","10735","14"
"1024","06","019","005403","06019005403","54.03",Census Tract 54.03,G5020,S,"1297000","0","+36.8121984","-119.7632007",,,,,
"1025","06","095","252606","06095252606","2526.06",Census Tract 2526.06,G5020,S,"1309481","0","+38.2654910","-122.0295802",,,,,
"1026","06","095","252607","06095252607","2526.07",Census Tract 2526.07,G5020,S,"792541","0","+38.2544055","-122.0297408",,,,,
"1027","06","095","252608","06095252608","2526.08",Census Tract 2526.08,G5020,S,"898915","7915","+38.2665083","-122.0232104",,,,,
"1028","06","095","252703","06095252703","2527.03",Census Tract 2527.03,G5020,S,"1320421","0","+38.2485852","-122.0272601",0.0031641423455095,0.000239348970799426,"Census Tract 2527.03, Solano County, California","4178","1"
"1029","06","095","252704","06095252704","2527.04",Census Tract 2527.04,G5020,S,"1320119","1210","+38.2490976","-122.0147210",,,,,
"1030","06","095","252705","06095252705","2527.05",Census Tract 2527.05,G5020,S,"1726042","589","+38.2500177","-121.9964026",,,,,
"1031","06","095","252706","06095252706","2527.06",Census Tract 2527.06,G5020,S,"4190933","4279","+38.2580218","-121.9778302",0.000920081518840793,0.000259336099585062,"Census Tract 2527.06, Solano County, California","3856","1"
"1032","06","095","252707","06095252707","2527.07",Census Tract 2527.07,G5020,S,"3779716","1666","+38.2599906","-122.0011886",,,,,
"1033","06","037","700600","06037700600","7006",Census Tract 7006,G5020,S,"5681919","2279","+34.0892642","-118.4021007",,,,,
"1034","06","037","910502","06037910502","9105.02",Census Tract 9105.02,G5020,S,"2003733","0","+34.5800249","-118.1008047",,,,,
"1035","06","037","920033","06037920033","9200.33",Census Tract 9200.33,G5020,S,"3439059","1532","+34.4603790","-118.4315904",,,,,
"1036","06","037","302302","06037302302","3023.02",Census Tract 3023.02,G5020,S,"633035","0","+34.1403264","-118.2617830",,,,,
"1037","06","019","004100","06019004100","41",Census Tract 41,G5020,S,"78053117","0","+36.7959636","-119.9948941",4.02930737538643e-05,0.0368839427662957,"Census Tract 41, Fresno County, California","3145","116"
"1038","06","019","008301","06019008301","83.01",Census Tract 83.01,G5020,S,"34326357","1246570","+36.8048790","-120.3985570",0.000171529999527768,0.00577445652173913,"Census Tract 83.01, Fresno County, California","5888","34"
"1039","06","019","008200","06019008200","82",Census Tract 82,G5020,S,"815313726","5549891","+36.5557769","-120.2346470",8.13797166466446e-06,0.0432554634513941,"Census Tract 82, Fresno County, California","6635","287"
"1040","06","019","000700","06019000700","7",Census Tract 7,G5020,S,"8076052","205164","+36.7340933","-119.8272190",0.000451458212502842,0.015907844212836,"Census Tract 7, Fresno County, California","3646","58"
"1041","06","019","005503","06019005503","55.03",Census Tract 55.03,G5020,S,"18450138","810675","+36.9047402","-119.7675337",,,,,
"1042","06","019","000600","06019000600","6",Census Tract 6,G5020,S,"2464478","0","+36.7430630","-119.7933565",0.00209699579383545,0.205882352941176,"Census Tract 6, Fresno County, California","5168","1064"
"1043","06","019","008401","06019008401","84.01",Census Tract 84.01,G5020,S,"163324327","143103","+36.8586926","-120.5139877",5.38927676095674e-05,0.00352192683481027,"Census Tract 84.01, Fresno County, California","8802","31"
"1044","06","037","920042","06037920042","9200.42",Census Tract 9200.42,G5020,S,"3760651","0","+34.3970571","-118.4712313",0.00200151516319914,0.000664275275674239,"Census Tract 9200.42, Los Angeles County, California","7527","5"
"1045","06","037","700700","06037700700","7007",Census Tract 7007,G5020,S,"3530190","0","+34.0805198","-118.4165576",,,,,
"1046","06","019","001500","06019001500","15",Census Tract 15,G5020,S,"38156232","75314","+36.6871053","-119.7170769",6.48648954645207e-05,0.246868686868687,"Census Tract 15, Fresno County, California","2475","611"
"1047","06","019","007201","06019007201","72.01",Census Tract 72.01,G5020,S,"34586193","0","+36.5460501","-119.5391568",0.000230554429624561,0.0159267619764234,"Census Tract 72.01, Fresno County, California","7974","127"
"1048","06","019","007600","06019007600","76",Census Tract 76,G5020,S,"356819981","0","+36.5805660","-119.9430164",1.28804446071645e-05,0.101392515230635,"Census Tract 76, Fresno County, California","4596","466"
"1049","06","019","008402","06019008402","84.02",Census Tract 84.02,G5020,S,"452663712","2079945","+36.8689002","-120.6584593",2.5736545013796e-06,0.130472103004292,"Census Tract 84.02, Fresno County, California","1165","152"
"1050","06","019","006403","06019006403","64.03",Census Tract 64.03,G5020,S,"2125808597","22944299","+36.8252944","-118.8087746",2.87608207466479e-06,1.16045142296369,"Census Tract 64.03, Fresno County, California","6114","7095"
"1051","06","019","005505","06019005505","55.05",Census Tract 55.05,G5020,S,"2578417","0","+36.8739461","-119.7387266",,,,,
"1052","06","019","003900","06019003900","39",Census Tract 39,G5020,S,"456638854","1669517","+36.7082365","-120.1192112",1.33869467007729e-05,0.206118108948143,"Census Tract 39, Fresno County, California","6113","1260"
"1053","06","019","008100","06019008100","81",Census Tract 81,G5020,S,"7718823","0","+36.1419701","-120.3511622",,,,,
"1054","06","019","007400","06019007400","74",Census Tract 74,G5020,S,"130140495","0","+36.4550573","-119.7117320",2.60103513514375e-05,0.0372230428360414,"Census Tract 74, Fresno County, California","3385","126"
"1055","06","019","006802","06019006802","68.02",Census Tract 68.02,G5020,S,"37292529","58223","+36.5995049","-119.4974354",8.80337184962704e-05,0.0484313128236369,"Census Tract 68.02, Fresno County, California","3283","159"
"1056","06","019","006300","06019006300","63",Census Tract 63,G5020,S,"160373166","837447","+36.6635030","-119.4358266",4.89795156878053e-05,0.0254614894971356,"Census Tract 63, Fresno County, California","7855","200"
"1057","06","099","003604","06099003604","36.04",Census Tract 36.04,G5020,S,"96392538","37824","+37.5289795","-120.7438818",9.32748549477969e-05,0.00889778667556445,"Census Tract 36.04, Stanislaus County, California","8991","80"
"1058","06","099","003700","06099003700","37",Census Tract 37,G5020,S,"40414135","0","+37.4647927","-120.8836060",0.000120601368803266,0.0322117357406648,"Census Tract 37, Stanislaus County, California","4874","157"
"1059","06","099","003802","06099003802","38.02",Census Tract 38.02,G5020,S,"2432439","0","+37.4861261","-120.8576988",0.00226644943614208,0.000362778886268819,"Census Tract 38.02, Stanislaus County, California","5513","2"
"1060","06","073","003404","06073003404","34.04",Census Tract 34.04,G5020,S,"1670663","0","+32.7139897","-117.0939554",,,,,
"1061","06","073","003501","06073003501","35.01",Census Tract 35.01,G5020,S,"1188116","0","+32.7060389","-117.1145661",0.00401139282696302,0.0117498950902224,"Census Tract 35.01, San Diego County, California","4766","56"
"1062","06","073","003502","06073003502","35.02",Census Tract 35.02,G5020,S,"780126","0","+32.6985999","-117.1135350",0.00581572720304156,0.0447432223936522,"Census Tract 35.02, San Diego County, California","4537","203"
"1063","06","073","003602","06073003602","36.02",Census Tract 36.02,G5020,S,"657402","0","+32.6929463","-117.1073974",0.00488742048244453,0.0105820105820106,"Census Tract 36.02, San Diego County, California","3213","34"
"1064","06","073","003603","06073003603","36.03",Census Tract 36.03,G5020,S,"677687","0","+32.6866567","-117.1075926",0.00591718595752907,0.0239401496259352,"Census Tract 36.03, San Diego County, California","4010","96"
"1065","06","073","008513","06073008513","85.13",Census Tract 85.13,G5020,S,"1496047","0","+32.8034143","-117.1810994",,,,,
